,smiles,value,cano_smiles
0,CN(C)CCCN1C(SCC1=O)C2=CC(=CC=C2)[N+](=O)[O-].Cl,-3.59999981394342,CN(C)CCCN1C(=O)CSC1c1cccc([N+](=O)[O-])c1.Cl
1,CC(=O)NC(=NCCCC1=CN=CN1)N,-3.9299999805071786,CC(=O)NC(N)=NCCCc1cnc[nH]1
2,C1CCC(CC1)CCCOCCCC2=CN=CN2.C(=CC(=O)O)C(=O)O,-3.899999871665804,O=C(O)C=CC(=O)O.c1ncc(CCCOCCCC2CCCCC2)[nH]1
3,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCCN(C)CCN(CC3=CC=C(C=C3)OC)C4=CC=CC=N4,-1.249931756634195,COc1ccc(CN(CCN(C)CCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)c2ccccn2)cc1
4,C1CN(CCN1CCCOC2=CC3=C(C=C2)C(=C(C(=O)O3)[N+](=O)[O-])O)CC4=CC=CC=C4,-1.1000257301078626,O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c(O)c1[N+](=O)[O-]
5,C1=CC=C2C(=C1)C(=CN2)CCC(=O)NC(=NCCCC3=CN=CN3)N,-2.60000308662774,NC(=NCCCc1cnc[nH]1)NC(=O)CCc1c[nH]c2ccccc12
6,COC1=CC=C(C=C1)CN(CCN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3)C5=CC=CC=N5,-1.0301947853567512,COc1ccc(CN(CCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c2ccccn2)cc1
7,C1=CC=C(C=C1)CCC(=O)NC(=NCCCC2=CN=CN2)N,-3.3299995755491936,NC(=NCCCc1cnc[nH]1)NC(=O)CCc1ccccc1
8,CN(CCCCCCNC(=O)C1=CC(=C(C=C1)C(=O)O)C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)O)CCN(CC5=CC=C(C=C5)OC)C6=CC=CC=N6,-1.4199557484897578,COc1ccc(CN(CCN(C)CCCCCCNC(=O)c2ccc(C(=O)O)c(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c2)c2ccccn2)cc1
9,C1=CC=C(C=C1)C(CCNC(=NCCCC2=CN=CN2)N)C3=CC=C(C=C3)F,-1.5399538416563967,NC(=NCCCc1cnc[nH]1)NCCC(c1ccccc1)c1ccc(F)cc1
10,COC1=CC=C(C=C1)C(CCNC(=NCCCC2=CN=CN2)N)C3=CC=CC=N3,-2.4299943841517067,COc1ccc(C(CCNC(N)=NCCCc2cnc[nH]2)c2ccccn2)cc1
11,C1=CC=C(C=C1)C(CC(=O)NC(=NCCCC2=NC=NN2)N)C3=CC=CC=C3,-3.2099999739288543,NC(=NCCCc1ncn[nH]1)NC(=O)CC(c1ccccc1)c1ccccc1
12,CC1=CC=C(C=C1)C(CCNC(=NCCCC2=CN=CN2)N)C3=CC=CC=N3,-2.1699975370665703,Cc1ccc(C(CCNC(N)=NCCCc2cnc[nH]2)c2ccccn2)cc1
13,C1=CC=C(C=C1)C(CCNC(=NCCCC2=CN=CN2)N)C3=CC=C(C=C3)Cl,-1.989983458301399,NC(=NCCCc1cnc[nH]1)NCCC(c1ccccc1)c1ccc(Cl)cc1
14,CN(CCCCCCCCNC(=O)C1=CC(=C(C=C1)C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)O)C(=O)O)CCN(CC5=CC=C(C=C5)OC)C6=CC=CC=N6,-0.5300715688373783,COc1ccc(CN(CCN(C)CCCCCCCCNC(=O)c2ccc(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c(C(=O)O)c2)c2ccccn2)cc1
