,smiles,value,cano_smiles
0,CCCOC1=C(C=C(C=C1)C2=NC(=NO2)C3=CC4=C(C=C3)N(CC4)CC(CO)(CO)N)Br,-0.4623979978989561,CCCOc1ccc(-c2nc(-c3ccc4c(c3)CCN4CC(N)(CO)CO)no2)cc1Br
1,CC1=CC=C(C=C1)CCCC(=O)C2=CC=C(C=C2)COCC(C)(COP(=O)(O)O)N,-0.8450980400142568,Cc1ccc(CCCC(=O)c2ccc(COCC(C)(N)COP(=O)(O)O)cc2)cc1
2,CCOC1=C(C=C(C=N1)C2=NN=C(S2)C3=CC(=C(C=C3Cl)OCC(CO)N)F)Cl,-2.773786444981193,CCOc1ncc(-c2nnc(-c3cc(F)c(OCC(N)CO)cc3Cl)s2)cc1Cl
3,CC(=O)OC1=CC=C(C=C1)N2C(=C3C(=C2O)C4(C=CC3(O4)C)C)O,-3.509202522331103,CC(=O)Oc1ccc(-n2c(O)c3c(c2O)C2(C)C=CC3(C)O2)cc1
4,CCCCCCN1CCC2=C(C1=O)C=CC(=C2)C3CCC(C3)(COP(=O)(O)O)N,-2.7403626894942437,CCCCCCN1CCc2cc(C3CCC(N)(COP(=O)(O)O)C3)ccc2C1=O
5,CC(=CCNCCC(=O)O)C1=CC=C(C=C1)OCCCC2=CC=CC=C2,-1.3222192947339193,CC(=CCNCCC(=O)O)c1ccc(OCCCc2ccccc2)cc1
6,C1CN(C2=C1C=C(C=C2)C3=NOC(=N3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C(=O)CC(=O)O,-2.008600171761917,O=C(O)CC(=O)N1CCc2cc(-c3noc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)ccc21
7,CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=CC=CC4=C3NC=C4CCCC(=O)O)Cl,0.4000623717448569,CC(C)Oc1ccc(-c2nc(-c3cccc4c(CCCC(=O)O)c[nH]c34)no2)cc1Cl
8,CCCN(CC1CC1)C2=NC=NC(=C2)C(=O)NC3=C(C=C(C=C3)CN(C)CCO)C,-2.5921767573958667,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CN(C)CCO)cc2C)ncn1
9,CC1=C(C=CC(=C1)CCC(=O)O)C2=NC(=NN2)C3=CC(=C(C=C3)OC(C)C)C#N,-2.57978359661681,Cc1cc(CCC(=O)O)ccc1-c1nc(-c2ccc(OC(C)C)c(C#N)c2)n[nH]1
10,CCCCC1CCCC2(O1)CCC3=C(C2)C=CC(=C3)C4CCC(C4)(COP(=O)(O)O)N,-1.740362689494244,CCCCC1CCCC2(CCc3cc(C4CCC(N)(COP(=O)(O)O)C4)ccc3C2)O1
11,CCCCCCCCOC1=C(C=C(C=C1)C2=NN=C(S2)C(C)(COP(=O)(O)O)N)C(F)(F)F,0.585026652029182,CCCCCCCCOc1ccc(-c2nnc(C(C)(N)COP(=O)(O)O)s2)cc1C(F)(F)F
12,CC1=CC(NC2=C1C=C(C=C2)OC(=O)C3=CN=CC=C3)(C)C,-3.6464037262230695,CC1=CC(C)(C)Nc2ccc(OC(=O)c3cccnc3)cc21
13,CC1=NC(=CC(=C1)C2=NN=C(S2)C3=CC(=C(C=C3Cl)OCC4CNC(=O)CO4)F)NC(C)C,-2.740362689494244,Cc1cc(-c2nnc(-c3cc(F)c(OCC4CNC(=O)CO4)cc3Cl)s2)cc(NC(C)C)n1
14,CCCN(CCC)C1=NC=NC(=C1)C(=O)NC2=CC=C(C=C2)O,-2.5711262770843115,CCCN(CCC)c1cc(C(=O)Nc2ccc(O)cc2)ncn1
15,C1CC(C2=CC3=C(N2C1)C=CC(=C3)OCC4=CC(=CC(=C4)C#N)OC(F)(F)F)CC(=O)O,-1.3979400086720375,N#Cc1cc(COc2ccc3c(c2)cc2n3CCCC2CC(=O)O)cc(OC(F)(F)F)c1
16,CC(=NOCC1=CC(=C(C=C1)C2CCCCC2)C(F)(F)F)C3=NC=C(C=C3)CNCCC(=O)O,-0.146128035678238,CC(=NOCc1ccc(C2CCCCC2)c(C(F)(F)F)c1)c1ccc(CNCCC(=O)O)cn1
17,CCCCN(C)CC1=CC(=CC(=C1)C)C2=NC(=NO2)C3=CC(=C(C(=C3)CC)OCC(CNC(=O)CO)O)C,-0.414973347970818,CCCCN(C)Cc1cc(C)cc(-c2nc(-c3cc(C)c(OCC(O)CNC(=O)CO)c(CC)c3)no2)c1
18,CCCCOC1=CC=C(C=C1)C2=CC(=C(C=C2)CCC(CO)(COP(=O)(O)O)N)Cl,0.2076083105017461,CCCCOc1ccc(-c2ccc(CCC(N)(CO)COP(=O)(O)O)c(Cl)c2)cc1
19,CC1(CC(CC(C1)(C)C)OCC2CCC3=C(C2)C=CC(=C3)C4CCC(C4)(COP(=O)(O)O)N)C,-1.740362689494244,CC1(C)CC(OCC2CCc3cc(C4CCC(N)(COP(=O)(O)O)C4)ccc3C2)CC(C)(C)C1
20,C1C(CN1CC2=CC(=C(C=C2)C3=NC4=C(O3)C=CC(=C4)CC5=CC=CC=C5)F)C(=O)O,-2.5118833609788744,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5)ccc4o3)c(F)c2)C1
21,CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C2=NN=C(O2)S(=O)(=O)CC3=CC=CC=C3,-3.6131015169669127,CC(C)(C)OC(=O)NC(Cc1ccccc1)c1nnc(S(=O)(=O)Cc2ccccc2)o1
22,CCC1=CC(=CC(=C1OCC(CNC(=O)CO)O)C)C2=NOC(=N2)C3=CC(=NC(=C3)OC(C)C)C,0.6989700043360187,CCc1cc(-c2noc(-c3cc(C)nc(OC(C)C)c3)n2)cc(C)c1OCC(O)CNC(=O)CO
23,CC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O,-0.2041199826559248,CC(=NOCc1ccc(C2CCCCC2)c(C(F)(F)F)c1)c1ccc(CN2CC(C(=O)O)C2)c(C)c1
24,C1CN(CC1C(=O)O)CC2=CC=C(C=C2)OCC3=CC(=C(S3)C(F)(F)F)C4=CC=CC=C4,-0.380211241711606,O=C(O)C1CCN(Cc2ccc(OCc3cc(-c4ccccc4)c(C(F)(F)F)s3)cc2)C1
26,CCN(C1=NN=C(S1)C2=CN=CC=C2)C(=O)C3CCCCC3,-3.2884728005997825,CCN(C(=O)C1CCCCC1)c1nnc(-c2cccnc2)s1
27,CCCCCCCCC1=CC2=C(C=C1)N=C(N2)C(C(C)O)N.C(=O)(C(F)(F)F)O,-3.462397997898956,CCCCCCCCc1ccc2nc(C(N)C(C)O)[nH]c2c1.O=C(O)C(F)(F)F
28,CCC1=CC(=CC(=C1OCC(CNC(=O)CO)O)C)C2=NOC(=N2)C3=NC(=CC(=C3)N(CC)CC)C,-1.7323937598229686,CCc1cc(-c2noc(-c3cc(N(CC)CC)cc(C)n3)n2)cc(C)c1OCC(O)CNC(=O)CO
29,CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=CC4=C(CCN(CC4)CCCC(=O)O)C=C3)C#N,-0.8988074265441761,CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(CCCC(=O)O)CC4)no2)cc1C#N
