cano_smiles,dataset,value
CC(C)c1nc2nc(-c3ccccc3)cc(-c3ccccc3)c2[nH]1,training,-0.8633228601204559
COc1ccc(-n2nc3c(NC(=O)C(c4ccccc4)c4ccccc4)nc4c([N+](=O)[O-])cccc4n3c2=O)cc1,training,0.0969100130080563
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(C)cc5)CC4)cc3)[nH]c2c1=O,training,-3.0
Nc1nc(NC(=O)CC2CCCCC2)nc2c1ncn2C1OC(CO)C(O)C1O,training,-3.089905111439398
CNc1nc(N)n2nc(-c3ccco3)nc2n1,training,-3.1931245983544616
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4cccnc4)cc3)nc2n(CCCOC)c1=O,training,-1.9800033715837464
COc1ccc(Nc2nc3ccccc3c3nc(C4CCCC4)[nH]c23)cc1,training,-2.6127838567197355
O=C(Nc1ccccc1)Nc1nc(N2CCCC2)nc2ccccc12,training,-1.9138138523837167
CCNC(=O)C1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)NC(Cc5ccccc5)C(=O)OC)cc4)nc32)C(O)C1O,training,-2.113943352306837
O=C(Nc1nc2ccccc2c2cn(-c3ccccc3)nc12)c1ccncn1,training,-2.322219294733919
Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,training,-3.4680517914542377
Cc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1,training,-1.6839471307515121
COc1cccc(C(=O)Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)c1,training,-3.7428036584691657
O=c1c(-c2ccco2)nnc2n(-c3ccc(Cl)cc3)c3ccccc3n12,training,-2.846337112129805
CCNC(=O)C1OC(n2cnc3c(NC(=O)Nc4ccc(S(=O)(=O)N5CCOCC5)cc4)ncnc32)C(O)C1O,training,-1.3010299956639813
Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccc(Br)cc4)nc23)n1,training,-0.2355284469075489
OC1C(CCl)OC(n2cnc3c(NC4CCCC4)ncnc32)C1O,training,-2.5751878449276613
CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4cccc(F)c4)nc31)C(O)C2O,training,0.0132282657337551
CCc1cn2c(NC(=O)C3CCCC3)nc(-c3ccccc3)nc2n1,training,-1.3053513694466237
CCCCCCCCn1cc2c(nc(NC(=O)NC3CCCCC3)n3nc(-c4ccco4)nc23)n1,training,-1.2119210843085093
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)nc2n(CCC)c1=O,training,-3.5961059002689804
CCNC(=O)C1SC(n2cnc3c(NC)ncnc32)C(O)C1O,training,0.0132282657337551
