cano_smiles,dataset,value
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccco4)cc3)cc2n(C)c1=O,training,-1.84997191232885
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,training,-3.7993405494535817
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5cccc(Cl)c5)CC4)cc3)cc21,training,-0.7790912038454991
CCCn1c(=O)c2[nH]c(-c3ccc(OCc4noc(-c5ccc(C#N)cc5)n4)cc3)nc2n(CCC)c1=O,training,-2.315970345456918
CCCn1c(=O)c2[nH]c(-c3ccc(O)cc3)cc2n(CCC)c1=O,training,-1.6434526764861874
CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc5c(C)cccc5[nH]4)nn3C)nc2n(CCC)c1=O,training,-1.14921911265538
CCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,training,-1.6812412373755872
c1ccc(-c2cc(-c3ccccc3)c3[nH]c(C4CCCCC4)nc3n2)cc1,training,-2.4771212547196626
CCCn1c(=O)c2[nH]c(-c3ccc(OCc4noc(-c5ccc(F)cc5)n4)cc3)nc2n(CCC)c1=O,training,-2.342422680822206
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,training,-1.0899051114393978
O=C(Nc1ccc(-c2ccncc2)c(-c2ccn[nH]2)n1)C1CC1,training,-2.305351369446624
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccc(Cl)cc4)cc3)cc2n(C)c1=O,training,-1.3100557377508917
O=C(Nc1ccc(-c2ccncc2)c(-c2ccncc2)n1)C1CC1,training,-1.146128035678238
CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)C(=O)N4CCc5ccccc5C4)cc3)cc2n(CCC)c1=O,training,-0.671033920344041
CCCCn1c(=O)[nH]c2nc(-c3ccc(OCC(=O)Nc4ccc(CC(=O)O)cc4)cc3)[nH]c2c1=O,training,-0.724275869600789
Cn1cc2c(nc(NCCc3ccccc3)n3nc(-c4ccco4)nc23)n1,training,-3.4456042032735974
O=C(COc1ccc2[nH]c(=O)c(-c3ccco3)c(CCc3ccccc3)c2c1)NCc1ccccc1,training,-2.60959440922522
Cn1c(=O)c(S(C)(=O)=O)c(CCc2ccccc2)c2cc(OCC(=O)NCc3ccccc3)ccc21,training,-2.3242824552976926
CCOC(=O)c1cnc(NCc2ccccc2)n2nc(-c3ccco3)nc12,training,-3.3996737214810384
Cn1c(-c2ccco2)nc2c(NC(=O)Cc3ccc(OCc4ccccc4)cc3)ncnc21,training,-3.705007959333337
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4noc(-c5ccccc5C(F)(F)F)n4)c3)nc2n(CCC)c1=O,training,-2.0
COc1ccc(CCNC(=O)COc2ccc(C3=NC4C(N3)C(=O)N(C)C(=O)N4C)cc2)cc1OC,training,-2.712649701627212
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)[O-])cc3)[nH]c2c1=O,training,-1.7275412570285564
Cc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)c1,training,-2.6042260530844703
Cc1cccc(Nc2nc(-c3cccc(C#N)c3)c(-n3cncn3)s2)n1,training,-1.3010299956639813
CNC(=O)OCC1OC(n2cnc3c(NC4CCCC4)nc(Cl)nc32)C(C)(O)C1O,training,-3.9216864754836025
CCCn1c(=O)c2[nH]c(-c3cc(NC(=O)Cc4ccc(O)c(OC)c4)nn3C)nc2n(CCC)c1=O,training,-2.534026106056135
