cano_smiles,dataset,value
CC1CCC(NC(=O)c2cc3cccnc3n(CCC(=O)O)c2=O)CC1,training,-3.1442627737619913
CCCCC1(c2cc(O)c3cc(Cc4ccccc4O)c(=O)oc3c2)CCCCC1,training,-1.6901960800285136
CCn1c2ccccc2c2cc(NC(=O)CCc3nc(-c4ccc(F)cc4C#N)no3)ccc21,training,-0.8438554226231612
CCCCn1c(C)c(C)cc(NC(=O)c2ccccc2Cl)c1=O,training,-2.308564413561238
CCCCCCc1ccc(O)cc1OCCCCCCCCCCC(=O)NC1CC1,training,-1.4771212547196624
O=C(c1ccc2c(c1)c1ccccc1n2CCCN1CCS(=O)(=O)CC1)N1CCCCC1,training,-2.3961993470957363
CC(=O)N1CCC(NC(=O)c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)CC1,training,-3.3494717992143856
O=C(Oc1cccc(C=C2N=C3SCCCN3C2=O)c1)c1ccccc1,training,-4.0
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(C)c(-c3ccccc3)c12,training,-2.257678574869185
CC1(C)C(C(=O)c2cn(CCc3ccncc3)c3ccccc23)C1(C)C,training,-1.4913616938342726
COc1ccc2c(c1)OC(C)(C)c1cnn(CNC(=O)CN3CCN(c4ccccc4)CC3)c1-2,training,-3.6922298357727565
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2Cc2ccccn2)cc1,training,-1.5910646070264989
O=C(c1ccc2c(c1)c1ccccc1n2CCCN1CCCCC1)N1CCCCC1,training,-3.3362595520141936
Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOC3)c2n1,training,-1.3010299956639813
Cc1c(C(=O)NC(C)CO)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,training,-3.770852011642144
CCCCc1ccc(C(=O)c2c(C)n(CCC)c3ccccc23)c2ccccc12,training,-1.6900187807886953
O=S(=O)(c1ccccc1F)c1ccc(C(F)(F)F)cc1S(=O)(=O)N1CCC2(CC1)CC2NS(=O)(=O)C(F)(F)F,training,-0.3010299956639812
CCCn1cccc(C(=O)NC2CCC(C)CC2)c1=O,training,-2.765668554759014
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccc(CCCC)cc1,training,-1.8061799739838869
C=CCc1cc(-c2cc(CC(C)Br)ccc2O)ccc1O,training,-3.1017470739463664
CCCCc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nc(C)n1-c1ccccc1,training,-0.9912260756924948
O=C(N1CCc2cc(F)ccc21)C12CC3CC(CC(C3)C1)C2,training,-2.3010299956639813
CCOc1ccc(Cc2nc3cc(N(C)C(=O)CC(C)C)ccc3n2CC2CC2)cc1,training,-0.6020599913279624
COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1cccc(Cl)c1,training,-2.549003262025788
CCCC(C)(C)c1ccc2c(c1)OC(C)(C)C1CC=C(C)CC21,training,-0.5314789170422551
CCCCCCC(C)(C)C1=CC(=O)C2=C(OC(C)(C)c3cn(C)nc32)C1=O,training,-2.8273692730538253
CCCC(C)(C)c1ccc2c(c1)OC(C)(C)C1CCC(=O)CC21,training,-1.307496037913213
COc1ccc(C2C(CCCc3cccnc3)C(=O)N2c2ccccc2)cc1,training,-3.037625669914719
CCCCCCC(C)(C)c1ccc(-c2cc(C)cc(C)c2)c(C(N)=O)c1,training,-2.505149978319906
CCCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1ccccc1,training,-1.1303337684950059
CCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCOC2,training,-2.330007700872759
CCCn1c(C)c(C(=O)c2cccc3ccc(OC)cc23)c2ccccc21,training,-2.6439952055784817
COC(=O)C(C)(C)NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2,training,0.5228787452803376
Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(F)cc2F)c1-n1c(C)ccc1C,training,-3.5954962218255733
CC(C)(NS(=O)(=O)C(F)(F)F)C1CCN(S(=O)(=O)c2cc3ccccc3n2S(=O)(=O)c2ccccc2F)CC1,training,-2.2329961103921536
CCCCCOc1c(OC)ccc2c1C(=O)N(CCc1ccc(O)cc1)C2=O,training,-0.8633228601204559
O=C1C(=Cc2ccc(-c3ccccc3)cc2)N=C2SCCCCN12,training,-3.7347998295888467
O=C(NN1CCCCC1)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)s1,training,-3.669130847373333
Cc1c(C(=O)NCCCCCN(C)CCCCCNC(=O)c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,training,-3.015778756389041
O=C(NC1CCCCC1)c1cn(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)n1,training,-2.380211241711606
CC(C)CC1COc2cccc3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23,training,-0.9656719712201068
O=S(=O)(NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1)c1ccccc1,training,-3.7682680164515485
CCCCCn1cc(C(=O)C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccco3)ccc21,training,0.431798275933005
CCCCCC1=NN(C(=O)Nc2cccc3ccccc23)CC1c1ccccc1,training,-1.5634810853944108
Cc1c2c(n(-c3ccc(Cl)cc3Cl)c1-c1ccc(Cl)cc1)CCN(N1CCCCC1)C2=O,training,-3.113943352306837
CC(NS(C)(=O)=O)c1ccc(Cc2ccc(Cl)cc2S(=O)(=O)c2ccc(Cl)cc2)cc1,training,-0.8260748027008264
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCN(C)C)cc1,training,-1.568201724066995
CCCCCn1c(C)c(C(=O)c2cccc3ccc(C)cc23)c2ccccc21,training,0.3098925605436693
CCCCn1cc(C(=O)c2cccc3ccccc23)c2cccc(OC)c21,training,0.0915149811213502
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1C(C)(C)C,training,-1.4623979978989559
CCCCCn1c2ccccc2c2cc(C(=O)NC34CC5CC(CC(C5)C3)C4)ccc21,training,-2.46014581749175
COc1cccc2c(C(=O)NC(C)Cc3ccccc3)cn(CCN3CCOCC3)c12,training,-1.8512583487190752
O=C(NC1CCCCCC1)c1cccn(Cc2ccc(Cl)cc2)c1=O,training,-0.6232492903979004
N#Cc1ccc(Cn2cc(C=C3C(=O)C4CCN3CC4)c3ccccc32)cc1,training,-2.0569048513364727
