cano_smiles,dataset,value
COc1cccc2c1CCCC2CCCNCCc1ccccc1,training,-1.4941545940184429
CCCN(CCC)C1CC1c1cc(F)ccc1OC,training,-2.146128035678238
O=c1oc2cc(OCCCCN3CCN(c4nsc5ccccc45)CC3)ccc2c2c1CCC2,training,-2.9861444647105206
CCN(CCCCN1CCN(c2ccccc2OC)CC1)S(=O)(=O)c1cccc2cccnc12,training,-1.4771212547196624
Cc1cc(=O)oc2cc(OCCCCN3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc12,training,-1.1931245983544616
COc1ccccc1N1CCN(CCN2C(=O)c3cc(I)ccc3C2c2ccccc2)CC1,training,1.1611509092627446
O=c1c2ccccc2c(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)nn1-c1ccc(Cl)c(Cl)c1,training,-2.5224442335063197
CCCOc1ccccc1N1CCN(Cc2nc3c(C(=O)NC4CN5CCC4CC5)cccc3[nH]2)CC1,training,-1.7485756169309918
CC(=O)Nc1ccc(N2CCN(CCCCN3C(=O)c4ccccc4C3=O)CC2)cc1,training,-2.3283796034387376
O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCc2cccc(-c3nccs3)n2)CC1,training,0.10001543745060901
Cc1[nH]c2ccccc2c1C1CCN(CCCCn2c(=O)c(-c3ccccc3)c3n(c2=O)CCCC3)CC1,training,-3.146128035678238
CCCCCCCCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,training,-1.9084850188786493
O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccccc1,training,-2.9030899869919438
O=C(c1cccc(CN2CCN(c3nsc4ccccc34)CC2)c1)N1CCCCC1,training,-0.3979400086720376
COc1ccccc1N1CCN(CCn2c(=O)[nH]c3cc(C(C)(C)C)[nH]c3c2=O)CC1,training,-1.6695957810243134
CC(CN)c1c[nH]c2ccc(O)cc12,training,-1.9299805905155147
COc1cccc(OC)c1OCCNCC1COc2cc3ccccc3cc2O1.Cl,training,-2.5400039448500267
CCOc1ccccc1N1CCN(CCCCCCCn2ncc(Cl)c(N3CCN(CC4COc5ccccc5O4)CC3)c2=O)CC1,training,-0.0086001717619175
CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1O,training,-3.7937903846908174
Cn1c(=O)c2c(nc(NCCCN3CCN(c4ccccc4)CC3)n2CCCc2ccccc2)n(C)c1=O,training,-1.6989700043360187
O=C1Cc2c(OCCNCc3ccc(F)cc3)ccc(Cl)c2N1,training,-3.817168572381056
COc1ccccc1N1CCN(CCCCN2Cc3c(Cl)nc4ccccc4c3C2=O)CC1,training,-1.230448921378274
CCCCCCCCN1CCN(c2cccc(Cl)c2)CC1,training,-1.0530784434834195
O=c1[nH]c2c(-c3ccccc3Cl)c[nH]c2c(=O)n1CCN1CCN(c2ccccc2Cl)CC1,training,-1.9112108931375533
COc1ccc(N2CCNCC2)c2occc12,training,-2.633468455579586
c1ccc(CNCC2CCc3ccccc3O2)cc1,training,-1.7781512503836436
Cc1ccc2c(c1)ncc1c(=O)n(CCN3CCN(c4cccc(C(F)(F)F)c4)CC3)cnc12,training,-2.3820170425748683
CN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,training,-2.0324777332534736
CCCN1CCN(c2cccc(Cl)c2)CC1,training,-2.0863598306747484
CCN1CCC=C(c2c[nH]c3ccc(C)cc23)C1,training,-1.6232492903979006
CN1CCc2cccc3c2C1Cc1ccccc1-3,training,-1.9030899869919435
Cl.O=C(CCCN1CCN(c2cccc3c2OCCO3)CC1)c1ccccc1,training,0.1739251972991735
CCCN(CCC)C1Cc2c(O)cccc2CC1C,training,-3.1266183755229515
CCCCC(C)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,training,-0.6901960800285137
CCc1cc2c(=O)n(N)c(SCCCN3CCN(c4ccccc4[N+](=O)[O-])CC3)nc2s1,training,-0.9865478134147242
Cc1ccc(-c2c(=O)n(CCCCN3CC=C(c4c[nH]c5ccc(F)cc45)CC3)c(=O)n3ccccc23)cc1,training,-2.184975190698261
O=C1CCOc2c(OCCNCCCCc3ccc(Cl)cc3)cc(F)cc21,training,-1.2787536009528289
CN1CCOc2c(C(=O)NCC3CCCN3CCc3ccccc3)cc(Cl)cc21,training,-1.0
O=C(NCCCN1CCC(c2nc3ccccc3o2)CC1)C1COc2ccccc2O1,training,-1.9242792860618816
COc1ccc2c(c1OCCNCC1COc3ccccc3O1)OCC2.Cl,training,-1.6699673699085045
COc1ccc(C=C2C(=O)N(CCCN3CCN(c4cccc(Cl)c4)CC3)c3ccccc32)cc1,training,-3.899273187317603
COc1ccccc1N1CCN(CCCCSc2nc3ccccc3s2)CC1,training,0.5686362358410126
CC(C)Oc1ccccc1N1CCN(Cc2cccc(CN)c2)CC1,training,-1.4913616938342726
O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccccn2)CC1,training,-0.7900035203904895
O=C1C2C3C=CC(C4CCC34)C2C(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,training,-1.7558748556724917
COc1ccc(CCCCNCCOc2cc(F)cc3c2OCCC3=O)cc1,training,-0.4871383754771864
C1=C(c2c[nH]c3ccccc23)CCNC1,training,-2.276989989368231
O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCc2cccc(-c3cnco3)n2)CC1,training,0.3300326300914958
CNc1cccc(CNCC2CCN(C(=O)c3ccc(Cl)c(Cl)c3)CC2)n1,training,-0.2400497721126477
Cc1cc(=O)oc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc12,training,-1.0606978403536118
CC(C)(C)c1cc2[nH]c(=O)n(CCN3CCN(c4ccccc4Cl)CC3)c(=O)c2[nH]1,training,-1.813914420048604
CCCN(CCC)C1CCc2ccc3c(c(C=O)cn3C)c2C1,training,-1.6020599913279625
O=C1Cc2ccccc2N1CCCN1CCN(c2cccc(Cl)c2)CC1,training,-1.4623979978989559
COc1cccc(OC)c1OCCNCC1COc2ccccc2O1,training,-0.6972293427597176
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,training,-0.2359070270406923
Cc1ccc(-c2nn(CCN3CCN(c4ccccc4OC(C)C)CC3)c(=O)c3ccccc23)cc1,training,-3.1099158630237933
CCc1cnc(CNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)nc1,training,-1.7499680835094031
O=C1C2C3C=CC(C4CCC34)C2C(=O)N1CCCCN1CCN(c2cccc(Cl)c2)CC1,training,-1.2787536009528289
Cc1ccc2c(c1)ncc1c(=O)n(CCN3CCN(c4cccc(C(F)(F)F)c4)CC3)cnc12.Cl.Cl,training,-2.3820170425748683
COc1c(C)ccc2c1-c1cccc3c1C(C2)N(Cc1ccccc1)CC3,training,-3.1398790864012365
CC1=C(C)C(=O)N(CCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)C1=O,training,-0.3424226808222063
Clc1cccc(N2CCNCC2)c1,training,-2.155336037465062
N#CNC(=NCCCN1CCN(c2ccccn2)CC1)c1ccncc1,training,1.42021640338319
O=C(NC1CCN(CCCc2ccccc2)C1)C12CC3CC(CC(C3)C1)C2,training,0.7212463990471709
CCCNC1CCc2cccc(OC)c2C1,training,-0.3617278360175928
Br.CN1CCc2c(Cl)ccc3c2C(CC3)C1,training,-1.4000196350651586
CCCNC(=O)c1ccccc1N1CCN(CCCCN2C(=O)C3CCCCN3C2=O)CC1,training,-2.577491799837225
O=c1oc2cc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)c(Cl)cc2c2c1CCC2,training,-2.1448854182871417
Clc1ccc(-n2cc(CN3CCN(c4ccccc4)CC3)cn2)cc1,training,-2.322219294733919
CCCN(CCC)C1CCc2cccc(OC)c2C1,training,-0.1760912590556812
CCCCNCc1ccc(CN2CCN(c3ccccc3OC(C)C)CC2)cc1,training,-1.4913616938342726
COc1ccccc1CCCNCCCCN1C(=O)c2ccccc2C1=O,training,-2.041392685158225
