cano_smiles,dataset,value
CC(Nc1nc(N)c2cnn(-c3ccccc3)c2n1)C(N)=O,training,-1.9242792860618816
CNC(=O)C1CC(F)C(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)O1,training,-3.1522883443830567
CCCn1c(=O)n(C)c(=O)c2[nH]cnc21,training,-3.7993405494535817
CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCO,training,-3.9561684304753633
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)NCc4ccccc4)cc3)[nH]c2c1=O,training,-0.6627578316815741
CC(C)Cn1c(=O)n(C)c(=O)c2c1nc(-c1ccccc1)n2C,training,-3.643452676486187
COc1cccc(CN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)c1,training,-3.397940008672037
OCC1OC(n2cnc3c(NN4CCC(c5ccccc5)CC4)nc(Cl)nc32)C(O)C1O,training,-1.041392685158225
O=S(=O)([O-])c1ccc(CCCNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1.[Na+],training,-2.785329835010767
Nc1ccccc1C(=O)Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1,training,-1.5314789170422551
O=c1[nH]c2nc[nH]c2c(=O)n1C1CCCC1,training,-3.7458551951737284
Cn1cnc2c(Nc3ccccc3)ncnc21,training,-3.8388490907372548
Cn1c(=O)c2[nH]c(C=Cc3cccc([N+](=O)[O-])c3)nc2n(C)c1=O,training,-3.0253058652647704
Nc1nc(N2CCN3CC(CO)CCC3C2)nc2nc(-c3ccco3)nn12,training,-3.785329835010767
OCC1OC(n2cnc3c(NN4CCCC(Sc5ccccc5)C4)nc(Cl)nc32)C(O)C1O,training,-1.1139433523068367
COc1ccc(CC(=O)Nc2nc(SC)nc3nc(-c4ccco4)nn23)cc1,training,-3.6989700043360174
Nc1nc(SCc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O,training,-2.9670797341444968
CCn1c2c(c3cc4c(cc3c1=O)OCO4)C(=O)CCC2,training,-3.88024177589548
O=C(CCCCc1ccccc1)NC1C(CO)OC(n2cnc3c(NC4CCCC4)ncnc32)C1O,training,-2.342422680822206
CCCn1c2nc(C34CCC(CCC(=O)O)(CC3)CC4)nc-2c2n(c1=O)CC(C(C)C)N2,training,-1.041392685158225
CCNC(=O)C1OC(n2cnc3c(NC(=O)c4ccccc4)ncnc32)C(O)C1O,training,-2.4014005407815437
Nc1nc(C#Cc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O,training,-2.8457180179666586
O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(Cl)cc1,training,-1.2552725051033058
CCCn1c(=O)c2c(nc3n2CCCN3c2ccc(OCCN3CCCC3)cc2)n(CCC)c1=O,training,-2.2430380486862944
O=S(=O)([O-])CCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,training,-1.6127838567197357
CCOc1cc(OCC)c2c(=O)c(OCC)c(-c3ccccc3)oc2c1,training,-2.7803173121401508
Cc1c(C)n(C(C)c2ccccc2)c2nc(-c3ccccn3)nc(N)c12,training,-3.322219294733919
CCCn1c2nc(C34CCC(O)(CC3)CC4)nc-2c2n(c1=O)C(C)CN2,training,-1.7075701760979365
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cccc(C(F)(F)F)c1,training,-2.2121876044039577
CCCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCCO)c1=O,training,0.906578314837765
O=C(NC1CC1)C1OC(n2cnc3c(NCCc4c[nH]c5ccccc45)ncnc32)C(O)C1O,training,-0.8976270912904414
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccco1,training,-1.0791812460476249
CCCn1c(=O)c2[nH]c(C3CCc4ccccc4C3)nc2n(CCC)c1=O,training,-1.9758911364017928
CCNC(=O)C1OC(n2cnc3c(N)nc(C#CC4=CCCCC4)nc32)C(O)C1O,training,-3.517855418930029
OCC1OC(n2cnc3c(NC4CCc5ccccc54)ncnc32)C(O)C1O,training,-1.3424226808222062
COc1cc2oc(-c3ccc(O)cc3O)c(CC=C(C)C)c(=O)c2c(O)c1C=CC(C)C,training,-3.9585638832219683
CC(=O)NCCc1c2[nH]c3ccccc3c3ccnc(c4ncsc14)c23,training,-3.4683473304121573
OCC1OC(n2cnc3c(NC4CCCCC4)nc(Cl)nc32)CC1O,training,-3.1842654430621082
C#CCn1c(=O)c2[nH]c(C=Cc3ccc4c(c3)OCO4)nc2n(C)c1=O,training,-2.9242792860618816
OCC1OC(n2cnc3c(NC4Cc5ccccc5C4)ncnc32)C(O)C1O,training,-1.3765769570565118
O=c1c2[nH]c(Cc3cccs3)nc2n(Cc2ccco2)c(=O)n1CC1CC1,training,-2.5400039448500267
c1ccc(Nc2nc3ccccc3c3nc[nH]c23)cc1,training,-3.322219294733919
COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)cc1,training,-3.0293837776852097
CSCC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1O,training,-2.110589710299249
CCNC(=O)C1OC(n2cnc3c(N)nc(C#Cc4ccc(CC#N)cc4)nc32)C(O)C1O,training,-3.204933522354145
OCC1OC(n2cnc3c(NC4CC4c4ccccc4)ncnc32)C(O)C1O,training,-1.0
CCn1c(=O)c2c(nc(CCCc3ccccc3)n2CC)n(CC)c1=O,training,-2.2706788361447066
CCCn1c(=O)c2[nH]c(C(C)c3ccccc3)nc2n(CCC)c1=O,training,-1.4031205211758178
O=C(NC1C(CO)OC(n2cnc3c(NC4CCCC4)ncnc32)C1O)c1ccc(Cl)c(Cl)c1,training,-1.4510184521554574
COc1cccc(-c2cc(-c3ccco3)nc(N)n2)c1,training,-1.7881683711411678
OCC1OC(n2cnc3c(NC4CCc5cc6c(cc54)OCO6)ncnc32)C(O)C1O,training,-1.7032913781186614
CCCCCCc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1,training,-2.305351369446624
CC(c1ccccc1)n1c2ccccc2c2c(N)nc(-c3ccccc3)nc21,training,-0.414973347970818
CC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1NC(=O)CCCc1cccs1,training,-1.57978359661681
CCNC(=O)C1OC(n2cnc3c(N)[n+](Cc4ccc([N+](=O)[O-])cc4)cnc32)C(O)C1O,training,-2.5327543789924976
C[n+]1cc2c(nc(NC(=O)Nc3ccncc3)n3nc(-c4ccco4)nc23)[nH]1,training,-2.3541084391474008
OCC1OC(n2cnc3c(NC4CCCCC4)nc(Nc4ccccc4)nc32)C(O)C1O,training,-1.7323937598229686
O=C1N(c2ccccc2)c2nc[nH]c(=O)c2C12CCCC2,training,-3.113943352306837
CC(C)Oc1ccc2c(c1)C(Nc1ncnc3c1ncn3C1OC(CO)C(O)C1O)CCC2,training,-2.628388930050312
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,training,-3.392696953259666
OCC1OC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1F,training,-3.1303337684950066
CC(Sc1nc(SC(C)C(N)=O)c2cnn(-c3ccccc3)c2n1)C(N)=O,training,-2.3598354823398884
CCCOc1nc(NN2CCCCC2)c2ncn(C3OC(CO)C(O)C3O)c2n1,training,-2.6020599913279625
CCCCOc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1,training,-3.397940008672037
CCNC(=O)C1OC(n2cnc3c(NC(=O)Nc4cccc(Cl)c4)nc(C#Cc4ccccc4)nc32)C(O)C1O,training,-3.1238516409670867
CNC(=O)C1OC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1F,training,-2.9030899869919438
CCn1c(=S)c2[nH]c(-c3ccccc3)nc2n(CC)c1=O,training,-3.0043213737826417
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N(C)CCN(C)C)cc3)nc2n(CCC)c1=O,training,0.0315170514460648
CCNC(=O)C1OC(n2cnc3c(NC(=O)Nc4ccc(C)cc4)ncnc32)C(O)C1O,training,-2.093421685162235
CCOCC1OC(n2cnc3c(NC4CCCC4)nc(Cl)nc32)C(O)C1O,training,-1.4329692908744058
Nc1ccnc2c1ncn2C1OC(CO)C(O)C1O,training,-2.060697840353612
Nc1ncnc2c1ncn2C1CCCC1,training,-3.255272505103306
OCC(Cc1ccccc1)Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O,training,-0.3811150807098506
CNc1nc(NC(=O)c2cccc(I)c2)c2ncn(C3OCC(O)C3O)c2n1,training,-2.8195439355418688
CCCn1c(=O)c2c(nc3n2CCCN3Cc2ccc(F)cc2)n(CCC)c1=O,training,-2.8512583487190755
Nc1nc(NN=CC=Cc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O,training,-3.0211892990699383
CCc1nnc2c(NC3CCC3)nc3ccccc3n12,training,-1.7634279935629371
COc1ccc2oc3c(c(C)nn3-c3ccccc3)c(=O)c2c1,training,-2.4313637641589882
CC1(n2cnc3c(N)ncnc32)OC(CO)C(O)C1O,training,-3.8864907251724814
OCC1CC(O)C(n2cnc3c(NC4CCCCC4)ncnc32)O1,training,-2.8948696567452523
CCOC(=O)c1sc(SC(C)CC)c2c1CC(C)(C)CC2=O,training,-3.561101383649056
O=C(NC1CC1)C1OC(n2cnc3c(NCCc4cn(CC5CC5)c5ccccc45)ncnc32)C(O)C1O,training,-0.8450980400142568
Nc1nc2ccc(F)cc2c2nc(-c3ccco3)nn12,training,-1.3222192947339193
Cn1c(=O)c2c(nc3n2CCCN3C2CCCC2)n(C)c1=O,training,-3.7250945210814685
OCC1OC(n2cnc3c(NC4CCCC4)nc(Cl)nc32)CC1O,training,-2.867467487859052
CC(N)Cc1ccc(I)cc1,training,-0.0791812460476248
COc1cccc(-c2nc(N)c3c(C)c(C)n(C(C)c4ccccc4)c3n2)c1,training,-1.919078092376074
CC(C)COc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1,training,-3.4149733479708178
COc1ccccc1C(=O)Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1,training,-3.182699903336043
OCC1OC(n2cnc3c(NC4CCCCCC4)ncnc32)C(O)C1O,training,-0.4471580313422192
CC(Cc1ccccc1)Nc1ncnc2c1ncn2C1CCCO1,training,-3.1760912590556813
C#CCSc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1,training,-2.7442929831226763
CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,training,-1.0
Nc1nc(C#CC(O)C2(O)CCCC2)cn2nc(-c3ccco3)nc12,training,-1.8573324964312683
Cc1nn(-c2cccc([N+](=O)[O-])c2)c2oc3ccc(O)cc3c(=O)c12,training,-2.57978359661681
C#CCn1c(=O)c2c(nc(C=Cc3ccco3)n2C)n(C)c1=O,training,-3.2787536009528284
CCCn1c(=O)c2[nH]c(C3CC3)nc2n(CCC)c1=O,training,-1.3343532083835172
CCc1nc2sc3c(c2c2n[nH]c(=S)n12)CCCC3,training,-3.0681858617461617
CCCCc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1,training,-2.1003705451175634
CCOC(=O)c1c(C)nc(-c2ccccc2)c(C(=O)OCC)c1C,training,-3.869818207979328
OCC1OC(n2cnc3c(NCC4c5ccccc5Oc5ccccc54)ncnc32)C(O)C1O,training,-1.7923916894982541
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccc([N+](=O)[O-])cc1,training,-1.3802112417116061
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCCF)c1=O,training,0.2006594505464183
CCCn1c(=O)c2[nH]c(-c3ccc(OC)cc3O)nc2n(CCC)c1=O,training,-1.7351995484223133
CC(C)(C)c1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)cc1,training,-3.133538908370217
CCCn1c(=O)c2c(nc(C=Cc3cccc(N)c3)n2C)n(CCC)c1=O,training,-2.05307844348342
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N(C)c4ccccc4)cc3)nc2n(CCC)c1=O,training,-2.3384564936046046
OCC1OC(n2cnc3c(NC4CCCC4O)ncnc32)C(O)C1O,training,-0.491361680525248
Cc1ccc(NC(=S)NCCNC(=O)Cc2ccc(NC(=O)Cc3ccc(Nc4ncnc5c4ncn5C4OC(CO)C(O)C4O)cc3)cc2)cc1,training,-0.5693739096150459
CCCCC(Sc1nc(N)c2cnn(-c3ccccc3)c2n1)C(N)=O,training,0.027334407733889
CCNc1ncnc2c1nc(NC1CCCC1)n2C1OC(CO)C(O)C1O,training,-2.8948696567452523
CC(Cc1ccccc1)Nc1nc2ccccc2c2nc[nH]c12,training,-2.4913616938342726
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN(C)C)cc3)nc2n(CCC)c1=S,training,-0.4107772333772098
CCCn1c(=O)c2c(nc(C=Cc3cccc([N+](=O)[O-])c3)n2C)n(CCC)c1=O,training,-2.4345689040341987
OC1C(CCl)OC(n2cnc3c(NC4CCCC4)ncnc32)C1O,training,-0.9777236052888476
CN(C)c1nc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc2n1,training,-3.783903579272735
O=C1C=CC2C(=C1)Oc1cc(O)ccc1C2c1ccc(NC(=S)NCCNC(=O)Cc2ccc(NC(=O)Cc3ccc(Nc4ncnc5c4ncn5C4OC(CO)C(O)C4O)cc3)cc2)cc1C(=O)O,training,-0.8599784416420208
C#CCn1c(=O)c2c(nc3n2CCCN3Cc2cccnc2)n(C)c1=O,training,-3.2624510897304293
OCC1OC(n2cnc3c(NCC4(O)CCCCc5ccccc54)ncnc32)C(O)C1O,training,-2.439332693830264
O=C(O)C=Cc1ccc(-c2nc3c([nH]2)c(=O)n(CC2CCCCC2)c(=O)n3CC2CCCCC2)cc1,training,-2.7795964912578244
O=[N+]([O-])c1ccc(Nc2nc(-c3ccccc3)nc3c2ncn3Cc2ccccc2)cc1,training,-2.8027737252919755
O=C(Nc1nc(-c2ccccc2)cs1)c1ccc([N+](=O)[O-])cc1,training,-1.3424226808222062
CNC(=O)C1OC(n2cnc3c(NCC(c4cc(OC)cc(OC)c4)c4ccccc4C)ncnc32)C(O)C1O,training,-3.0043213737826417
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN)cc3)nc2n(CCC)c1=O,training,-0.0791812460476248
Cn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)Oc4cccc([N+](=O)[O-])c4)cc3)nc2n(C)c1=O,training,-1.3222192947339193
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cccc([N+](=O)[O-])c1,training,-1.8864907251724816
CCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1N1CCCC1,training,-2.146128035678238
Nc1nc(-c2ccccc2)cc(-c2cccc(Cl)c2)n1,training,-1.3579348470004535
CC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1NC(=O)C1CCCCC1C(=O)c1cccs1,training,-1.845098040014257
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCNC(=O)C(N)CCCCNC(=O)OCc4ccccc4)cc3)nc2n(CCC)c1=S.O=C(O)C(F)(F)F,training,-0.9493900066449128
C#CCn1c(=O)c2[nH]cnc2n(C)c1=O,training,-2.9138138523837167
