cano_smiles,dataset,value
CN1CCN(C2CC(c3ccccc3F)c3ccc(Cl)cc32)CC1(C)C,training,-1.5563025007672873
CCN1CCCC1CNC(=O)c1cccc(OC)c1OC,training,-1.7160033436347992
CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,training,-1.6020599913279625
COc1ccc2c(c1)C1CCCN(Cc3ccccc3)C1CC2,training,-3.741939077729199
CCCN1CCOC2c3cc(O)ccc3OCC21,training,-2.9542425094393248
CC1(C)CN(C2CC(c3ccc(F)cc3)c3ccc(Cl)cc32)CCN1,training,-0.9111576087399766
CC(C)(C)OC(=O)Nc1cccc(C(=O)NCCCCN2CCN(c3nsc4ccccc34)CC2)c1,training,-0.6434526764861874
O=C1SC2(CCCC2)C(=O)N1CCCCN1CCN(c2nccc3occc23)CC1,training,-2.51982799377572
COc1cccc2c1CCCC2CCCCN1CCN(c2ccccc2)CC1,training,-2.041392685158225
CN1CC(Cn2cc(O)[nH]c2=O)CC2c3cccc4[nH]cc(c34)CC21,training,-3.0492180226701815
CN1CCN(C2CC(c3ccc(Cl)cc3)c3ccc(Cl)cc32)CC1(C)C,training,-1.7993405494535817
Clc1ccc(OCCc2ccccc2)c(CCCN2CCN(c3ccccn3)CC2)c1.O=C(O)C(=O)O,training,-1.968482948553935
CCCN1CCC=C2c3nc(N)sc3CCC21,training,-2.934498451243568
Cl.Nc1ccc([N+](=O)[O-])cc1C(=O)NCCCCN1CCN(c2nsc3ccccc23)CC1,training,-1.1139433523068367
CCCCCCn1cc2c(n1)Nc1ccc(F)cc1N=C2N1CCN(C)CC1.Cl,training,-2.845098040014257
CS(=O)(=O)c1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,training,-1.6232492903979006
Br.Oc1ccc(C2CCN(CCCCc3ccccc3)CC2)cc1,training,-3.0791812460476247
CCCN(CCC)CCc1cc(Cl)ccc1OCc1ccccc1,training,-2.5276299008713385
CC1=COc2ccccc2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,training,-3.0413926851582254
O=C(Cc1ccccc1[N+](=O)[O-])NCCC1CCN(CC2COc3ccccc3O2)CC1,training,-0.255272505103306
NC1CCc2c(ccc(O)c2O)C1,training,-2.845098040014257
