cano_smiles,dataset,value
COc1ccc(S(=O)(=O)N(Cc2ccc(N3CCCCC3)cc2)c2ccccc2)cc1,training,-1.6901960800285136
O=C(NCC1CC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,training,-1.9030899869919435
CC(C)CCC(=O)N1CCCN(C(=O)Nc2ccc(C(C)(C)C)cc2)CC1,training,-1.9822712330395684
O=C(NC(CCO)C1CC1)c1cc(OCC2CC2)c(Cl)cn1,training,-1.7888751157754168
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3cc(O)c(O)cc23)C1(C)C,training,-1.3891660843645326
CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(C)C)cc1)n2CCC(C)C,training,-0.38021124171160603
CC(C)(C)c1nc(N2CCC(F)(F)C2)c2ncn(Cc3ccc(Cl)cc3)c2n1,training,-1.0644579892269186
CCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1ccccc1,training,-0.8692317197309762
Cc1ccc(C(=O)NC(C)C2CCCCC2)cc1S(=O)(=O)N1CCCCC1,training,-0.6989700043360189
CC=CC=CC=CCCC=CC=CC(=O)NCC(C)C,training,-1.6201360549737576
NC(=O)c1cccc(CNc2ncnc3ccc(C(c4ccc(Cl)cc4)c4ccc(Cl)cc4)cc23)c1,training,-3.694429690957083
CCOC(=O)CC(=O)N1CCC(Nc2ncnc3ccc(C(c4ccc(Cl)cc4)c4ccc(Cl)cc4)cc23)CC1,training,-3.255995726722402
NC(=O)C1CCCCC1NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,training,-1.1986570869544226
CCN1CCN(c2nc(C)nc3c2nc(-c2ccccc2Cl)n3CCOC)CC1,training,-0.8325089127062363
CCC(CC)(NC(=O)c1ccc(C(F)(F)F)c(OCC2CCCO2)n1)C(=O)N(C)C,training,-0.4313637641589873
Cc1ccc(C(=O)NC2C3(C)CCC(C3)C2(C)C)cc1S(=O)(=O)N1CCOCC1,training,-1.3979400086720375
O=C(NCC1CCOCC1)c1cnc(Nc2cc(Cl)ccc2F)nc1C(F)(F)F,training,-2.096910013008056
CC(C)CC(NC(=O)c1cc(OCC2CC2)c(Br)cn1)C(N)=O,training,-1.5171958979499742
CCCCn1cc(C(=O)NC2CCCCC2)c(=O)c2c(C)nn(C)c21,training,-3.2776092143040914
