cano_smiles,dataset,value
COc1ccc(Br)cc1-c1nc(CN(C)CC2CCN(Cc3ccccc3)C2)co1,training,-3.5471591213274176
CCN(CC)CCC1(C)OC=C(c2ccccc2)C1=O,training,-4.0
O=c1[nH]c2ccc(CCN3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2[nH]c1=O,training,-1.4499409887733377
CC1Oc2c(N3CCN(CCCc4c[nH]c5ccccc45)CC3)cccc2N(C)C1=O,training,-1.5544891600038189
O=C(Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1)Nc1ccccn1,training,-1.1522883443830565
COc1ccccc1N1CCN(CCCCCc2cn(-c3ccc(F)cc3)nn2)CC1,training,-1.3774883833761329
COc1ccccc1N1CCN(CCCNC(=O)Cc2cccc3ccccc23)CC1,training,-1.6434526764861874
CN(C)CCc1cccc2c1ccn2S(=O)(=O)c1ccccc1,training,-3.2041199826559246
CC(=O)Nc1cccc(C2CCN(CCCC(=O)c3ccc(C)c(C)c3)CC2)c1,training,-3.785329835010767
CC(C)c1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2,training,-2.0
c1ccc(CCN2CCC(c3cc(-c4cccs4)n[nH]3)CC2)cc1,training,-1.812913356642856
COc1c(O)ccc2c1CN1CCc3cc4c(cc3C1C2)OCC4,training,-2.1670217957902564
FC(CCNCc1ccc2c(c1)Cc1ccccc1-2)CN1CCN(c2cccc(Cl)c2Cl)CC1,training,-3.7218106152125454
Cc1ccc2c3c1-c1c(ccc(O)c1O)CC3N(C)CC2,training,-1.7323937598229686
OC1(c2ccc(Cl)cc2)CCN(CCCOc2ccc(F)cc2)CC1,training,-0.8481891169913988
Cc1noc(-c2ccc(CSc3nc4ccccc4n3Cc3ccc(Cl)cc3)cc2)n1,training,-2.4913616938342726
CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,training,-0.041392685158225
CC(O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CCCN=C(N)N)NC(=O)C(NCCS(=O)(=O)CC2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)CCCCNC(=O)C(Cc2ccc(F)cc2)NC1=O,training,-1.7512791039833422
CCCC(=O)Oc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3,training,-1.7462448717201982
CCN(CC)C1C(CO)C2CN(Cc3ccccc3)C(c3ccc(Br)cc3)C21,training,-3.3010299956639813
