cano_smiles,dataset,value
CCOC(C)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,training,-0.4313637641589873
CC1CN(CC(Cc2ccccc2)C(=O)NC(Cc2ccc3ccccc3c2)C(=O)O)CCC1(C)c1cccc(O)c1,training,-0.505149978319906
COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)CCc5ccc(Cl)cc5)C(C2)N(CC2CC2)CCC314,training,-0.7075701760979364
CCCN1CCC23c4c5ccc(O)c4OC2c2c(c(-c4ccccc4)cn2Cc2ccccc2)CC3(O)C1C5,training,-1.3242824552976926
CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)C(Cc1ccccc1)C(=O)NCCO,training,-2.812913356642856
CNC(=O)C12CC1C(n1cnc3c(C)nc(C#Cc4ccc(Cl)s4)nc31)C(O)C2O,training,-3.763427993562937
COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)C=Cc5ccccc5Cl)C(C2)N(CC2CC2)CCC314,training,-0.8573324964312685
CNC(=O)Cn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,training,-3.6119886880839784
CC(C)(C)OC(=O)Nc1ccc(C(=O)NC2CCC3(O)C4Cc5ccc(O)c6c5C3(CCN4CC3CC3)C2O6)cc1,training,-1.4029488293444048
COc1ccc2c3c1OC1C4(OC)CCC5(CC4COC(=O)C(N)Cc4ccccc4)C(C2)N(CC2CC2)CCC315,training,-2.1400993248507945
CCC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O,training,-3.113943352306837
COCCOCCOCCOc1ccc2c3c1OC1C4(OC)CCC5(CC4COCc4ccccc4)C(C2)N(CC2CC2)CCC315,training,-1.404491617758686
C=CCN1C2CCC1CC(=C(c1ccc(C(=O)NCC)cc1)c1cccc(OC)c1)C2,training,-0.1687920203141818
CCCCC(=O)NCCc1ccc2[nH]c3c(c2c1)CC1(O)C2Cc4ccc(O)c5c4C1(CCN2CC1CC1)C3O5,training,-0.8856438718357641
COc1ccc2c(c1)c(CC(=O)NCCc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,training,-3.137354111370733
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)O,training,-0.2304489213782739
CCN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3(O)C1C5.Cl,training,-0.4321672694425882
CCC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(N)=O,training,-3.9030899869919438
CN(C(=O)Cc1ccc(CNS(=O)(=O)Cc2cccs2)cc1)C(CN1CCC(O)C1)c1ccccc1,training,-1.740362689494244
CC(C)CC(NC(=O)C(CO)NC(=O)CCCNC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(NC(=O)C(N)Cc1ccc(O)cc1)C(C)O)C(N)=O,training,-0.8195439355418687
