cano_smiles,dataset,value
CN1CCC23c4c5ccc(O)c4OC2c2ncc(-c4ccc(Cl)cc4)cc2CC3(OC(=O)CCc2ccccc2)C1C5,training,-1.6812412373755872
COC12CCC3(CC1CNC(=O)C=Cc1ccccc1C)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,training,-0.5711262770843116
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNCc4ccccc4)C(C2)N(CC2CC2)CCC315,training,-1.7026889681591335
COc1ccc2c3c1OC1C4(OC)CCC5(CC4COCc4ccccc4)C(C2)N(CC(N)=O)CCC315,training,-2.941665445699364
COc1ccc2c3c1OC1C4(OC)CCC5(CC4C(C)(C)OCc4ccccc4)C(C2)N(CC2CC2)CCC315,training,-0.7671558660821804
CCOc1ccc(Cc2nc3cc(N=C(N)c4cccs4)ccc3n2CCN(C)C)cc1,training,-3.1760912590556813
NC(=O)c1cc2c([nH]c1=O)CC13CCN(CC4CC4)CC1(Cc1ccc(O)cc13)C2,training,-2.6154239528859438
O=C(NC1CC2(O)C3Cc4ccc(O)cc4C2(CCN3CC2CC2)CC1=O)c1ccccc1,training,-1.1038037209559568
COC12CCCCC13CCN(CC1CCC1)C2Cc1ccc(O)cc13,training,-0.5563025007672873
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CSc4nc6ccccc6s4)C(C2)N(C)CCC315,training,-2.7012916064088444
COC(=O)NC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,training,-2.893206753059848
CCNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,training,-0.38021124171160603
COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1Cc1sc(NC(C)=O)nc1C3,training,-1.9030899869919435
COCCOCCOCCOCCOCCOc1ccc2c3c1OC1C4(OC)CCC5(CC4COCc4ccccc4)C(C2)N(CC2CC2)CCC315,training,-2.423344193632788
C=C1CCC2(O)C3Cc4ccc(C(N)=O)c(O)c4C2(CCN3CC2CCC2)C1,training,-0.041392685158225
COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1(O)CC(CC(=O)NC(CC(C)C)C(=O)O)C(=O)C3,training,-3.439256883086109
Fc1ccc(C2(CCNCc3ccccc3)CCOC3(CCCC3)C2)cc1,training,-3.6255424014877438
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNC(=O)C=Cc4ccccc4Cl)C(C2)N(C)CCC315,training,-1.7671558660821804
COc1ccc2c3c1OC1C4(OC)CCC5(CC4COCc4ccc(CC(=O)O)cc4)C(C2)N(CC2CC2)CCC315,training,-2.976015071686831
CC1(N2CCC(n3c(-c4cccc(CN)c4)nc4ccccc43)CC2)CCCCCCC1,training,-2.531478917042255
CN1CCC23c4c5cccc4OC2C(=O)CCC3(NC(=O)C=Cc2ccccc2Cl)C1C5,training,1.3979400086720375
COC(=O)C1CC(OC(=O)c2cccc(OC)c2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,training,-3.222716471147584
CN1C(=O)CCC2=C1C1Oc3c(O)ccc4c3C13CCN(C)C(C4)C3(O)C2,training,-1.9030899869919435
CC=C1CC23Cc4c([nH]c5ccccc45)C1C21CCN(C)C3Cc2ccc(OC)c(O)c21,training,-3.215901813204032
COc1ccc2c3c1OC1C4(OC)CCC5(CC4COCc4ccc(C(=O)NCC(=O)O)cc4)C(C2)N(CC2CC2)CCC315,training,-3.111951057093562
C=CCN1CCC23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)C68CCCCC6(OC)C(C7)N(CC6CCC6)CC8)c4OC2C(=O)CCC3(O)C1C5,training,-1.0
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccncc1,training,-0.0492180226701816
