cano_smiles,dataset,value
O=C(O)C1CN(Cc2ccc(OCc3cc(-c4ccccc4)c(C(F)(F)F)s3)cc2)C1,training,0.3010299956639812
CCn1c(C(C)NS(=O)(=O)c2ccc(Cl)cc2)nc2ncccc21,training,-2.4913616938342726
Cc1cc(CCC(=O)c2sc(C)c3c2CC2C3C2(C)C)cc(C)c1OCCNS(C)(=O)=O,training,-0.5185139398778874
CC(C)(C)OC(=O)NC(Cc1ccccc1)c1nnc(S(=O)(=O)Cc2cccc(F)c2)o1,training,-3.9298274812306913
CCc1c(CCCC(=O)O)cccc1-c1ccn(-c2ccc(OC(C)C)c(C#N)c2)n1,training,-3.4000006169763797
COCCCCCC1CCc2cc(C3CCC(N)(COP(=O)(O)O)C3)ccc2C1,training,-0.7558748556724915
CCc1cc(-c2noc(-c3ccc(CC(C)C)c(C)n3)n2)cc(C)c1OCC(O)CNC(=O)CO,training,-0.6434526764861874
COc1ccc(-c2nc(-c3cccc(C)c3)no2)cc1OC,training,-3.105169427999332
CCn1c(C(C)NS(=O)(=O)C2CC2)nc2ccc(C(F)(F)F)cc21,training,-3.9542425094393248
Oc1ccc2c(c1)CCc1c-2noc1-c1cc(-c2ccccc2Cl)n(-c2ccccc2)n1,training,-2.397940008672037
CCCCCCc1ccc(NC(=O)C(N)COP(=O)(O)O)cc1,training,-2.4149733479708178
NC1(COP(=O)(O)O)CCC(c2ccc3c(c2)CCC(CCc2ccc4ccccc4n2)C3)C1,training,-2.480725378988488
CC(C)Oc1ccc(-c2onc3c2CCc2cc(CN4CC(C(=O)O)C4)ccc2-3)cc1C(F)(F)F,training,-1.041392685158225
O=C(c1ccccc1)C(CCC(CN1CCOCC1)C(=O)c1ccccc1)CN1CCOCC1,training,-3.616580530085886
CCc1cc(CN2CC(C(=O)O)C2)sc1-c1noc(-c2ccc(Oc3ccccc3)cc2)n1,training,-0.6020599913279624
CC(C)(C(=O)N1CCN(c2noc(-c3cc(F)c(OCC(N)CO)cc3Cl)n2)CC1)C(F)(F)F,training,-0.9912260756924948
CCN=c1scc(-c2ccc3c(c2)NC(=O)CO3)n1N=C1CCCC1,training,-3.896443539350796
O=C(O)CCC(=O)N1CCc2cc(-c3noc(-c4ccc(C5CCCC5)c(Cl)c4)n3)ccc21,training,0.0861861476162833
CC(=NOCc1ccc(-c2ccc(C)cc2)cc1)c1ccc(CNCCC(=O)O)cc1,training,-2.8061799739838866
COc1ccc(OCC2CCc3cc(C4CCC(N)(COP(=O)(O)O)C4)ccc3C2)c(F)c1F,training,-1.740362689494244
CCc1cc(-c2noc(-c3cc(C4CCCC4)cc(C)n3)n2)cc(C)c1OCC(O)CNC(=O)CO,training,0.0457574905606751
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCC(O)CO)no2)cc1C#N,training,1.3010299956639813
O=C(O)C1CN(Cc2ccc(-c3nc4ncc(Cc5ccccc5)cc4s3)c(F)c2)C1,training,-3.2041199826559246
O=S1(=O)C=C(Sc2nc3cc(Cl)ccc3o2)c2ccccc21,training,-3.8027737252919764
CCCCCCCCCCCCNC(=O)C(N)COP(=O)(O)O.O=C(O)C(F)(F)F,training,-2.776991584856405
CCCOc1ccc(-c2nc(-c3csc(CN4CC(C(=O)O)C4)c3)no2)cc1,training,-1.7781512503836436
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4N3CC(O)C3)no2)cc1C#N,training,1.3010299956639813
Cc1ccc(COCC2CCc3cc(C4CCC(N)(COP(=O)(O)O)C4)ccc3C2)cc1,training,-1.740362689494244
O=C(NCc1ccccc1)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,training,-3.839572312356351
CCCCCCCCc1ccc2nc(C(N)C(C)OP(=O)(O)O)[nH]c2c1,training,-2.380211241711606
COc1cc(-c2noc(C3CCCN(S(=O)(=O)c4cccc(Cl)c4)C3)n2)cc(OC)c1OC,training,-3.5073835557363866
