cano_smiles,dataset,value
O=C(O)C(=O)O.Oc1ccc2c(c1)OC(CN1CCc3ccccc3C1)CC2,training,-0.3424226808222061
CN1CCc2cccc3c2C(C1)CN3c1ccc(F)cc1,training,-0.9637878273455552
O=C(O)C(=O)O.Oc1ccc2c(c1)OC(CNCCCOc1ccccc1)CC2,training,-0.5563025007672873
CCCN1CCC2Cc3c(O)cccc3CC21,training,-0.3010299956639812
CCCc1csc2c1CNC1CCc3cc(O)c(O)cc3C21.Cl,training,-1.7075701760979365
CC(C)Oc1ccccc1N1CCN(CCc2ccc(C(=O)C(=O)N3CCOCC3)n2C)CC1,training,-2.4771212547196626
O=C1CCC(=O)N1CCCCN1CCN(c2cccc(Cl)c2)CC1,training,-3.89209460269048
CCCN(Cc1ccccc1)C1CCc2ccc3[nH]ccc3c2C1,training,-1.3424226808222062
O=C(O)C(=O)O.Oc1ccc2c(c1)OC(CNCCCCc1ccccc1)CC2,training,-0.3617278360175928
O=S(=O)(c1cnc2ccccc2c1)N1CCC(CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,training,-1.7481880270062005
CCCN(CCC)C1CCc2cc3cc[nH]c3cc2C1,training,-2.544068044350276
COc1ccccc1N1CCN(CCn2c(O)c3n(c2=O)CCCC3)CC1,training,-2.3909351071033798
O=c1oc2cc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)c(Cl)cc2c2c1CCC2,training,-2.1640552918934515
CC(C)Oc1ccccc1N1CCN(Cc2cccc(CN3C(=O)CCCC3=O)c2)CC1,training,-1.7993405494535817
O=C(NC1CC2CCC(C1)N2Cc1ccccc1)c1cccc2ccccc12,training,-3.462397997898956
O=C(CCCN1C2CCC1c1c([nH]c3ccc(F)cc13)C2)c1ccc(F)cc1,training,-2.3636119798921444
N#Cc1cccc(C2CCCNC2)c1,training,-3.4265112613645754
CN1CNC(=O)C12CCN(CCCOc1ccc(F)cc1)CC2,training,-2.8656960599160706
Fc1ccc2[nH]c3c(c2c1)C1CCC(C3)N1CCCCc1ccccc1,training,-2.8859263398014314
CCCN1CCc2cc(Cl)c(O)cc2C1c1ccccc1,training,-3.2799998363610787
CN1CCN(C2=Nc3cccnc3Nc3ccc(Cl)cc32)CC1,training,-2.071882007306125
O=S(=O)(c1ccccc1)N1CCC(CN2CCC(c3noc4cc(F)ccc34)CC2)CC1,training,-3.397940008672037
N#CCN(CCN1CCN(c2ccc3[nH]ccc3c2Cl)CC1)C1CCc2nc(N)sc2C1.O=C(O)C(F)(F)F,training,-1.9370161074648145
CC(C)Oc1ccccc1N1CCN(Cc2cccc(CNc3cc(=O)n(C)c(=O)n3C)c2)CC1.O=C(O)CCC(=O)O,training,-1.812913356642856
O=C(O)C(=O)O.Oc1ccc2c(c1)OC(CNCCCc1ccccc1)CC2,training,-0.8419848045901139
CCCN(CCN1CCN(Cc2ccc3[nH]ccc3c2)CC1)C1CCc2nc(N)sc2C1,training,-2.12057393120585
CCN1CCCC(c2cccc(OS(=O)(=O)C(F)(F)F)c2)C1,training,-3.071882007306125
CCCN1Cc2c(C)cccc2C2c3cc(O)c(O)cc3CCC21,training,-2.075546961392531
CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)C1CCc2ccc3[nH]cc(C=O)c3c2C1.O,training,-2.9339931638312424
C1=C(c2c[nH]c3ccccc23)CCC(CCN2CCN(c3ccccn3)CC2)C1,training,-2.4313637641589882
COc1ccc(OC)c2c1CC1c3c(cccc3-2)CCN1C,training,-2.322219294733919
CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2nc(N)sc2C1,training,-3.2964457942063965
CCCN(CCN1CCN(Cc2ccc3[nH]ccc3c2)CC1)C1CCc2c(O)cccc2C1,training,-2.4297522800024085
CC(C)Oc1ccccc1N1CCN(Cc2cccc(CN)c2)CC1,training,-1.505149978319906
CCCN(CCC)CCc1ccc(O)c(O)c1,training,-1.3500540935790304
FC(F)(F)c1cccc(N2CCN(CCCOc3ccc4[nH]c(=S)[nH]c4c3)CC2)c1,training,-2.5600023267733665
Cn1c(=O)sc2cc(CCCCN3CCN(Cc4ccc(Cl)c(Cl)c4)CC3)ccc21,training,-2.0
COc1cccc2c1CCCC2CCCCCCN1CCN(C2CCCCC2)CC1,training,-3.5415792439465807
CC1CN(c2cccc3cc(C#N)ccc23)CCN1CCC1OCc2cc(C(N)=O)ccc21,training,-2.5390760987927767
CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)OC3.Cl,training,-2.4653828514484184
