,smiles,dataset,value,cano_smiles,dataset_generate,matched_smiles,matched_value,matched_cano_smiles
0,O=C(O)C(NC)=C,training,0.0,C=C(NC)C(=O)O,training,,,
1,P(=O)(O[C@H]1[C@H](O)C(O)[C@H](O)[C@@H](OP(=O)(O)O)C1O)(O)O,training,0.0,O=P(O)(O)O[C@@H]1C(O)[C@H](OP(=O)(O)O)[C@@H](O)C(O)[C@H]1O,training,,,
2,Clc1sc(-c2[nH]nc(S(=O)(=O)N[C@@H]3C(=O)N([C@H](C(=O)N4CCOCC4)C)CC3)n2)cc1,training,0.0,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2n[nH]c(-c3ccc(Cl)s3)n2)C1=O,training,,,
3,O=C(Nc1ncccc1)Nc1c2[C@@H]3N(C(=O)c2ccc1)CCC3,training,0.0,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,training,,,
4,N1(C2CCNCC2)CCCCC1,training,0.0,C1CCN(C2CCNCC2)CC1,training,,,
5,[C@H]1(c2ccccc2)OC1,training,0.0,c1ccc([C@@H]2CO2)cc1,training,,,
6,S(=O)(=O)(Nc1cc2c([nH]c(C(=O)N3CCN(c4c(NC(C)C)cccn4)CC3)c2)cc1)C,training,0.0,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,training,,,
7,O([C@H](C(C[C@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C,training,0.0,CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,training,,,
8,O=C(N[C@H]([C@@H](O)C[C@@H](NC(=O)c1ccc(N)cc1)CC(C)C)Cc1ccccc1)COc1c(C)cccc1C,training,0.0,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](CC(C)C)NC(=O)c1ccc(N)cc1,training,,,
9,P(=O)(O)(O)[C@@H](N)CC(C)C,training,0.0,CC(C)C[C@H](N)P(=O)(O)O,training,,,
10,O(CCOCCO)CCO,training,0.0,OCCOCCOCCO,training,,,
11,Oc1c2O[C@@H]3[C@]45[C@H]([C@H](N(C)CC4)Cc(c25)cc1)CCC3,training,0.0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@H]3[C@H]1C5,training,,,
12,O=C(NO)c1c(O)cccc1,training,0.0,O=C(NO)c1ccccc1O,training,,,
13,S(CC[C@@H](NC(=O)CCC(=O)O)C(=O)O)C,training,0.0,CSCC[C@@H](NC(=O)CCC(=O)O)C(=O)O,training,,,
14,Fc1c(COc2cc3c(cc(CC4C(=O)NC(=O)S4)cc3)cc2)cccc1,training,0.0,O=C1NC(=O)C(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)S1,training,,,
15,Clc1c(C(=O)NC(=O)Nc2c(C)c(C)c(OCCCC(=O)O)cc2)ccc(Cl)c1,training,0.0,Cc1c(NC(=O)NC(=O)c2ccc(Cl)cc2Cl)ccc(OCCCC(=O)O)c1C,training,,,
16,Clc1c(Nc2nc(Nc3ccc(OC[C@H](O)CN(C)C)cc3)ncc2)cc(Cl)cc1,training,0.0,CN(C)C[C@@H](O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,training,,,
17,O=C(N[C@@H]1[C@@H](C(=O)O)O[C@@H](N2C(=O)N[C@@](O)(N)C=C2)C=C1)C[C@@H](N)CCN(C(=N)N)C,training,0.0,CN(CC[C@H](N)CC(=O)N[C@H]1C=C[C@H](N2C=C[C@@](N)(O)NC2=O)O[C@@H]1C(=O)O)C(=N)N,training,,,
18,O=C(O)C(=O)Cc1ccc(O)cc1,training,0.0,O=C(O)C(=O)Cc1ccc(O)cc1,training,,,
19,O1CCCCC1,training,0.0,C1CCOCC1,training,,,
20,N(CC(CC1c2c(cccc2)CCc2c1cccc2)C)(C)C,training,0.0,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,training,,,
21,O=C(O)C(=O)/C=C/c1c(O)cccc1,training,0.0,O=C(O)C(=O)/C=C/c1ccccc1O,training,,,
22,O=[N+]([O-])c1cc(-n2c(C)c(C(=O)OCC)c(C)n2)ccc1,training,0.0,CCOC(=O)c1c(C)nn(-c2cccc([N+](=O)[O-])c2)c1C,training,,,
23,[SeH](=O)(=O)C[C@H](N)C(=O)O,training,0.0,N[C@@H](C[SeH](=O)=O)C(=O)O,training,,,
